v,Feature importance based on training set,Feature importance based on test set,Subtypes,colors
ATSC5p,-1.566061242019856e-06,-1.402741128808671e-06,Autocorr,#bfff00
AATSC0p,-7.300722327796549e-07,-8.066946810547648e-07,Autocorr,#bfff00
ATSC4p,1.3383105397224426e-06,2.008947459053445e-06,Autocorr,#bfff00
ATSC6p,-1.0266561399907559e-06,-1.8653544513469456e-06,Autocorr,#bfff00
AATSC8i,0.0001340564340353012,9.644979780365492e-05,Autocorr,#bfff00
AATSC8d,0.00017464846711268134,0.00015159493142902214,Autocorr,#bfff00
AATSC8v,-2.2154132073515242e-05,-6.395917047163913e-05,Autocorr,#bfff00
ATSC8d,0.00015831442380498384,4.900450056244399e-05,Autocorr,#bfff00
ATSC8m,-4.611401395293591e-06,-8.41502438893027e-05,Autocorr,#bfff00
AATSC8dv,-0.0001412881538271904,-0.00039051269943068956,Autocorr,#bfff00
MATS8are,-0.00010345021093427498,-0.00026660548015078334,Autocorr,#bfff00
ATSC8c,-1.088572158047807e-05,-0.00010883130810479535,Autocorr,#bfff00
ATSC8s,-6.863855841476862e-05,-0.00013792176138271994,Autocorr,#bfff00
AATSC8s,-5.686418576666963e-05,-0.00013796714219183048,Autocorr,#bfff00
MATS3c,-5.7489187879955495e-05,-0.00016527148810308034,Autocorr,#bfff00
VE1_Dt,5.923965099186024e-05,0.00010109015486448047,Matrix,#ff00ed
VE1_DzZ,6.325771524151591e-05,9.362399578094482e-05,Matrix,#ff00ed
ChargeMeanAbsoulte,-8.379701863625577e-06,-2.3807991634816617e-05,Charge,#0033ff
SsssdAs,0.0017707833850926225,0.0017404596913943582,Estate,#6568f7
NChargeAllMax,0.0005223683335564555,0.0007045004855502635,Charge,#0033ff
MolHydrophilicityFactor,6.253475492656868e-05,1.4933672818240318e-05,Property,#ff6a00
SM1_Dzv,0.0011750328439203983,0.0009729584509675648,Matrix,#ff00ed
SssssC,0.0021291434426199407,0.0017816749486055938,Estate,#6568f7
SsssP,0.001830314116721854,0.0011891831051219492,Estate,#6568f7
MINsssB,0.000701936554502347,-0.00015151636167010096,Estate,#6568f7
MATS1are,0.00013040895150473464,0.00015824491327454115,Autocorr,#bfff00
MATS1se,4.9062665890553525e-05,-1.9703399052328763e-06,Autocorr,#bfff00
MINssssSi,0.001467759720981121,0.0004324953664431863,Estate,#6568f7
SssssSi,0.0016862057488072901,0.0007959719408641153,Estate,#6568f7
MAXtsC,9.232564744632299e-05,-0.00016370144757360539,Estate,#6568f7
MAXtN,6.0719014568832996e-05,0.00010439211671997572,Estate,#6568f7
SMR_VSA2,-6.045976822521837e-07,1.1265277862548828e-05,MOE,#a700ff
StCH,1.4689496973252503e-06,0.0,Estate,#6568f7
ATSC1i,0.0001698836514896218,-0.00018681721253832606,Autocorr,#bfff00
MATS1i,2.2472559728425878e-05,-2.7777796441919023e-05,Autocorr,#bfff00
MATS1v,1.2674199586615309e-05,-7.450580596923828e-08,Autocorr,#bfff00
ATSC1p,-2.2124837745218784e-06,-6.570734761068842e-06,Autocorr,#bfff00
ATSC2p,-1.3937665657159926e-06,-2.229755575067216e-06,Autocorr,#bfff00
ATSC3p,-9.285286068916321e-07,2.9870054929492795e-07,Autocorr,#bfff00
AATSC7p,-1.1150471188603461e-06,-2.50068577856144e-06,Autocorr,#bfff00
AATSC6p,3.847547552893182e-06,5.652281370949197e-06,Autocorr,#bfff00
ATSC8i,-8.17439603534309e-05,-0.0002708821134134176,Autocorr,#bfff00
MATS8i,8.700627156288387e-05,5.862049081106768e-05,Autocorr,#bfff00
MATS8p,-2.6678835803761736e-05,-9.068508039822287e-05,Autocorr,#bfff00
AATSC8Z,-6.422883068968321e-05,-0.0001865212212910361,Autocorr,#bfff00
MATS8m,2.2115270522538033e-05,-2.4088404395383733e-05,Autocorr,#bfff00
MATS8se,3.5802410407570484e-05,4.283948378125402e-05,Autocorr,#bfff00
MATS8s,-1.8164430829581413e-05,-4.6603381633758545e-05,Autocorr,#bfff00
ATSC8are,-2.0647844807597515e-05,-7.281791080138156e-05,Autocorr,#bfff00
ATSC8pe,4.23947349190712e-05,6.667592308717829e-06,Autocorr,#bfff00
AATSC8se,7.461333139446857e-06,-1.641430638055219e-05,Autocorr,#bfff00
VE1_D,-2.051788297485757e-06,-8.790330453423145e-06,Matrix,#ff00ed
VE1_Dzpe,3.845168446958702e-05,5.222721533337804e-05,Matrix,#ff00ed
VE1_Dzi,1.528418876917126e-05,8.612871170043945e-06,Matrix,#ff00ed
MINssssGe,0.0008586536754261465,0.0005133883519605753,Estate,#6568f7
MINsssdAs,0.0010010344399647986,0.0006588121706788685,Estate,#6568f7
NChargeOMax,0.0019028285010295187,0.002074981954964694,Charge,#0033ff
HallKierAlpha,6.198561327031005e-05,-4.152682694602561e-06,Kappa,#00ff86
SM1_Dzp,0.0008202024989507617,0.0008268999782474751,Matrix,#ff00ed
MAXdssC,0.0004379776391116863,-1.617995175451359e-05,Estate,#6568f7
MAXsssP,0.00250271386043599,0.0023761351000178843,Estate,#6568f7
MINdsssP,0.00141367663375358,0.0004688345573164998,Estate,#6568f7
AATSC1pe,0.0005180144005201281,0.0006156563758850098,Autocorr,#bfff00
MATS1pe,8.939985524525351e-05,9.737908840179443e-05,Autocorr,#bfff00
MINsssSiH,0.0013998300683769616,0.0011789541352877908,Estate,#6568f7
SssSiH2,0.001168379729444391,0.0008481530980629648,Estate,#6568f7
MAXtCH,2.309222790330967e-05,0.0,Estate,#6568f7
MINtCH,2.1204183047518477e-05,0.0,Estate,#6568f7
fr_term_acetylene,7.4588778344875095e-06,0.0,Fragment,#009eff
NtCH,-2.0235099484899877e-08,0.0,Estate,#6568f7
AATSC1i,0.0003433411263606967,0.0003525648604739695,Autocorr,#bfff00
MATS1p,0.00010694834319036062,0.00018599697134702442,Autocorr,#bfff00
AATSC1v,-1.811964268028099e-05,-2.462078224529929e-05,Autocorr,#bfff00
AATSC1p,2.4119138040346044e-05,2.1991404620003152e-05,Autocorr,#bfff00
AATSC3p,-1.1831267990758398e-05,-2.050738443037936e-05,Autocorr,#bfff00
AATSC2p,-2.442605115948737e-07,1.8694184034107053e-07,Autocorr,#bfff00
AATSC5p,-9.563836184334207e-06,-2.8001313859826737e-05,Autocorr,#bfff00
AATSC4p,-1.1077658695901604e-06,6.529417904133084e-07,Autocorr,#bfff00
AATSC8p,1.0628168555903983e-05,1.3026324185427818e-05,Autocorr,#bfff00
MATS8v,-5.942887880583392e-05,-0.00010104206475347599,Autocorr,#bfff00
AATSC8m,-3.318649462669132e-05,-7.92687589472596e-05,Autocorr,#bfff00
MATS8Z,-1.2494115666505934e-06,-4.6739524061090165e-05,Autocorr,#bfff00
MATS8dv,-0.00011093364181835597,-0.0002801486036995149,Autocorr,#bfff00
MATS8pe,-5.476354536682049e-05,-0.0002047609199177236,Autocorr,#bfff00
AATSC8are,1.7422674731815135e-05,-6.724284453829554e-05,Autocorr,#bfff00
MATS8c,-7.448091425676928e-05,-0.0002945722504096304,Autocorr,#bfff00
AATSC8pe,4.22500412572413e-05,4.5735727656870395e-05,Autocorr,#bfff00
VE1_Dzp,6.749718026721752e-06,-4.368207671434643e-05,Matrix,#ff00ed
VE1_Dzare,-8.582645519172871e-06,-2.9727816581726074e-05,Matrix,#ff00ed
VE1_Dzv,5.3108500486120924e-05,8.31708312034607e-05,Matrix,#ff00ed
VE1_Dzm,-1.4523721553971747e-05,-3.06957147339082e-05,Matrix,#ff00ed
NChargeHMax,0.0005224492739547282,0.0006509192965247212,Charge,#0033ff
NChargeCMax,0.00021696700291207183,-7.673149759124254e-05,Charge,#0033ff
MAXdssS,0.00089235527610243,0.0006286684762347727,Estate,#6568f7
MolFilterItLogS,0.0008419249206781387,0.0009167201139709258,Property,#ff6a00
ATSC1c,0.00017312414605508142,-0.00023190948096196706,Autocorr,#bfff00
MINdssC,0.0009997100992636954,0.0008114915002475076,Estate,#6568f7
SsssCH,0.0006669095124710589,0.0004212971438060098,Estate,#6568f7
MAXdsssP,0.001133302734656838,0.0006657987833023071,Estate,#6568f7
SdsssP,0.0003322505138138032,-0.0003889521414583985,Estate,#6568f7
ATSC1se,0.0003266097469764029,0.00028084557164798074,Autocorr,#bfff00
MAXsssSiH,0.000767940062690875,0.00027047842741012573,Estate,#6568f7
SsssSiH,0.0015847187658603046,0.001395976001566046,Estate,#6568f7
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
0,0.0,0.0,NaN,#000000
